Player,Role,Amount,Team,Year,Player_Origin,Amount_Cr,Count,Repeated
Umesh Yadav,Bowler,10000000,Delhi Capitals,2021,Indian,1.0,4,True
Umesh Yadav,Bowler,20000000,Kolkata Knight Riders,2022,Indian,2.0,4,True
Unmukt Chand,Batsman,6500000,Rajasthan Royals,2014,Indian,0.65,1,False
Utkarsh Singh,All-Rounder,2000000,Punjab Kings,2021,Indian,0.2,1,False
Vaibhav Arora,Bowler,2000000,Kolkata Knight Riders,2021,Indian,0.2,2,True
Vaibhav Arora,Bowler,20000000,Punjab Kings,2022,Indian,2.0,2,True
Vaibhav Rawal,All-Rounder,1000000,Kolkata Knight Riders,2015,Indian,0.1,1,False
Varun Aaron,Bowler,20000000,Royal Challengers Bangalore,2014,Indian,2.0,4,True
Varun Aaron,Bowler,28000000,Kings XI Punjab,2017,Indian,2.8,4,True
Varun Aaron,Bowler,24000000,Rajasthan Royals,2019,Indian,2.4,4,True
Varun Aaron,Bowler,5000000,Gujarat Titans,2022,Indian,0.5,4,True
Varun Chakaravarthy,All-Rounder,84000000,Kings XI Punjab,2019,Indian,8.4,2,True
Varun Chakaravarthy,All-Rounder,40000000,Kolkata Knight Riders,2020,Indian,4.0,2,True
Veer Pratap Singh,Bowler,4000000,Kolkata Knight Riders,2014,Indian,0.4,1,False
Venkatesh Iyer,All-Rounder,2000000,Kolkata Knight Riders,2021,Indian,0.2,1,False
Venugopal Rao,Batsman,5500000,Sunrisers Hyderabad,2014,Indian,0.55,1,False
Vicky Ostwal,All-Rounder,2000000,Delhi Capitals,2022,Indian,0.2,1,False
Vijay Shankar,All-Rounder,1000000,Chennai Super Kings,2014,Indian,0.1,4,True
Vijay Shankar,All-Rounder,3500000,Sunrisers Hyderabad,2016,Indian,0.35,4,True
Vijay Shankar,All-Rounder,32000000,Delhi Daredevils,2018,Indian,3.2,4,True
Vijay Shankar,All-Rounder,14000000,Gujarat Titans,2022,Indian,1.4,4,True
Vijay Zol,Batsman,3000000,Royal Challengers Bangalore,2014,Indian,0.3,1,False
Vikas Tokas,Bowler,1000000,Royal Challengers Bangalore,2016,Indian,0.1,1,False
Vikramjeet Malik,Bowler,2000000,Rajasthan Royals,2014,Indian,0.2,2,True
Vikramjeet Malik,Bowler,2000000,Royal Challengers Bangalore,2016,Indian,0.2,2,True
Virat Singh,Batsman,19000000,Sunrisers Hyderabad,2020,Indian,1.9,1,False
Virender Sehwag,Batsman,32000000,Kings XI Punjab,2014,Indian,3.2,1,False
Vishnu Vinod,Wicket Keeper,2000000,Delhi Capitals,2021,Indian,0.2,2,True
Vishnu Vinod,Wicket Keeper,5000000,Sunrisers Hyderabad,2022,Indian,0.5,2,True
Wanindu Hasaranga,All-Rounder,107500000,Royal Challengers Bangalore,2022,Overseas,10.75,1,False
Washington Sundar,All-Rounder,87500000,Sunrisers Hyderabad,2022,Indian,8.75,2,True
Wayne Parnell,Bowler,10000000,Delhi Daredevils,2014,Overseas,1.0,1,False
Wriddhiman Saha,Wicket Keeper,22000000,Kings XI Punjab,2014,Indian,2.2,4,True
Wriddhiman Saha,Wicket Keeper,50000000,Sunrisers Hyderabad,2018,Indian,5.0,4,True
Wriddhiman Saha,Wicket Keeper,12000000,Sunrisers Hyderabad,2019,Indian,1.2,4,True
Wriddhiman Saha,Wicket Keeper,19000000,Gujarat Titans,2022,Indian,1.9,4,True
Writtick Chatterjee,All-Rounder,2000000,Punjab Kings,2022,Indian,0.2,1,False
Yash Dayal,Bowler,32000000,Gujarat Titans,2022,Indian,3.2,1,False
Yash Dhull,All-Rounder,5000000,Delhi Capitals,2022,Indian,0.5,1,False
Yashasvi Jaiswal,All-Rounder,24000000,Rajasthan Royals,2020,Indian,2.4,1,False
Yogesh Gowalkar,All-Rounder,1000000,Kings XI Punjab,2015,Indian,0.1,1,False
Yogesh Takawale,Wicket Keeper,1000000,Royal Challengers Bangalore,2014,Indian,0.1,1,False
Yudhvir Charak,All-Rounder,2000000,Mumbai Indians,2021,Indian,0.2,1,False
Yusuf Pathan,All-Rounder,32500000,Kolkata Knight Riders,2014,Indian,3.25,2,True
Yusuf Pathan,All-Rounder,19000000,Sunrisers Hyderabad,2018,Indian,1.9,2,True
Yuvraj Singh,All-Rounder,140000000,Royal Challengers Bangalore,2014,Indian,14.0,5,True
Yuvraj Singh,Batsman,160000000,Delhi Daredevils,2015,Indian,16.0,5,True
Yuvraj Singh,All-Rounder,70000000,Sunrisers Hyderabad,2016,Indian,7.0,5,True
Yuvraj Singh,All-Rounder,20000000,Kings XI Punjab,2018,Indian,2.0,5,True
Yuvraj Singh,All-Rounder,10000000,Mumbai Indians,2019,Indian,1.0,5,True
Yuzvendra Chahal,Bowler,65000000,Rajasthan Royals,2022,Indian,6.5,1,False
Yuzvendra Singh Chahal,Bowler,1000000,Royal Challengers Bangalore,2014,Indian,0.1,2,True
Yuzvendra Singh Chahal,Bowler,60000000,Royal Challengers Bangalore,2018,Indian,6.0,2,True
Zaheer Khan,Bowler,26000000,Mumbai Indians,2014,Indian,2.6,2,True
Zaheer Khan,Bowler,40000000,Delhi Daredevils,2015,Indian,4.0,2,True
Zahir Khan Pakteen,Bowler,6000000,Rajasthan Royals,2018,Indian,0.6,1,False
